"Tissue_cell_type_name","Developmental_stage","Organ_system","Tissue","Specific_cell_type","General_cell_type","Cell_Ontology_ID","General_tissue_name","Uber_anatomy_ontology_ID","input_list_raw_p","input_list_permutated_p","input_list_rank_p","input_list_combined_p","input_list_combined_log10p","delabel","webcsea_job","contrast","direction"
"Segerstolpe_2016_PancreaticIslets_acinar cell","Adult","Digestive system","Segerstolpe_2016_PancreaticIslets","acinar cell","Acinar cell","CL:0000622","Pancreas","UBERON:0001264",0.282554664928862,0.677137599296892,0.724723247232472,0.840066886063091,0.0756861340670752,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultLiver_Dendritic cell","Adult","Digestive system","AdultLiver","Dendritic cell","Dendritic cell","CL:0000451","Liver","UBERON:0002107",0.535887844156805,0.610440760307352,0.806642066420664,0.841252715093871,0.0750735211056984,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"VentoTormo_2018_decidua_decidual natural killer cell (dNK3)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","decidual natural killer cell (dNK3)","Natural killer cell","CL:0000623","Decidua","UBERON:0002450",0.317615088027329,0.660051680666855,0.746863468634686,0.841650041777277,0.0748684506836342,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Stomach_Neuroendocrine cells","Fetal","Digestive system","Fetal_HCA_Stomach","Neuroendocrine cells","Epithelial cell","CL:0000066","Stomach","UBERON:0000945",0.508128125841218,0.618510254407321,0.799630996309963,0.842787228989778,0.0742820540099395,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Lake_2017_FrontalCortex_Ex1","Adult","Nervous system","Lake_2017_FrontalCortex","Ex1","Excitatory neuron","CL:0008030","Frontal cortex","UBERON:0001870",0.353398524108151,0.656428642499522,0.755350553505535,0.843668351683927,0.073828242165556,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultIleum_Mast cell","Adult","Digestive system","AdultIleum","Mast cell","Mast cell","CL:0000097","Ileum","UBERON:0002116",0.473465041897064,0.628597122032282,0.789667896678967,0.844053339613779,0.0736301074407418,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Pancreas_Islet endocrine cells","Fetal","Digestive system","Fetal_HCA_Pancreas","Islet endocrine cells","Endocrine cell","CL:0000163","Pancreas","UBERON:0001264",0.433131572868191,0.635802027478683,0.780811808118081,0.844094494510968,0.0736089323464821,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultProstate_Basal cell","Adult","Reproductive system","AdultProstate","Basal cell","Basal cell","CL:0000646","Prostate gland","UBERON:0002367",0.548711529001942,0.610811298301738,0.816236162361624,0.845577746860329,0.0728464549141266,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Spleen_cd1c-positive myeloid dendritic cell","Adult","Lymphatic system","TS_Spleen","cd1c-positive myeloid dendritic cell","Dendritic cell","CL:0000451","Spleen","UBERON:0002106",0.208092356910531,0.712668075869715,0.701845018450185,0.846700083258106,0.0722703975230966,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalMuscle_Fetal epithelial progenitor","Fetal","Muscular system","FetalMuscle","Fetal epithelial progenitor","Epithelial fate stem cell","CL:0000036","Muscle organ","UBERON:0001630",0.49417412175399,0.631108546216456,0.795940959409594,0.848179857816837,0.0715120451784405,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Madissoon_2020_lung_DC_1","Adult","Respiratory system","Madissoon_2020_lung","DC_1","Dendritic cell","CL:0000451","Lung","UBERON:0002048",0.417729155442199,0.647535730634251,0.776383763837638,0.848462725521214,0.0713672322573642,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Spleen_cd8-positive, alpha-beta t cell","Adult","Lymphatic system","TS_Spleen","cd8-positive, alpha-beta t cell","T cell","CL:0000084","Spleen","UBERON:0002106",0.208092356910531,0.717196873578881,0.701845018450185,0.848892023220103,0.0711475473319412,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Spleen_memory b cell","Adult","Lymphatic system","TS_Spleen","memory b cell","B cell","CL:0000236","Spleen","UBERON:0002106",0.208092356910531,0.718020291344184,0.701845018450185,0.849288397645984,0.070944808886793,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalAdrenalGland_Fetal epithelial progenitor","Fetal","Endocrine system","FetalAdrenalGland","Fetal epithelial progenitor","Epithelial fate stem cell","CL:0000036","Adrenal gland","UBERON:0002369",0.533723879101115,0.630902691775131,0.805535055350553,0.852200156768769,0.0694583902437502,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"VentoTormo_2018_decidua_decidual natural killer cell (dNK1)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","decidual natural killer cell (dNK1)","Natural killer cell","CL:0000623","Decidua","UBERON:0002450",0.317615088027329,0.681419371676467,0.746863468634686,0.852682252998084,0.0692127759579567,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Bone_Marrow_erythrocyte","Adult","Lymphatic system","TS_Bone_Marrow","erythrocyte","Erythrocyte","CL:0000232","Bone marrow","UBERON:0002371",0.305886851725322,0.687636175804505,0.740221402214022,0.852733432125229,0.06918670980563,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalPancreas_CB CD34+","Fetal","Digestive system","FetalPancreas","CB CD34+","Hematopoietic stem cell","CL:0000037","Pancreas","UBERON:0001264",0.487390993667681,0.641442439171009,0.794464944649447,0.853138608405475,0.0689804037969294,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"CordBlood_Dendritic cell","Neonatal","Reproductive system","CordBlood","Dendritic cell","Dendritic cell","CL:0000451","Umbilical cord blood","UBERON:0012168",0.584753527045895,0.613857944033359,0.8309963099631,0.853482259567581,0.0688055016751749,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalEyes_Erythroid cell","Fetal","Sensory system","FetalEyes","Erythroid cell","Erythroid lineage cell","CL:0000764","Eye","UBERON:0000970",0.508361949033955,0.638231109886327,0.800738007380074,0.854115619187006,0.0684833361304497,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultCervix_Stratified epithelial cell","Adult","Reproductive system","AdultCervix","Stratified epithelial cell","Epithelial cell","CL:0000066","Uterine cervix","UBERON:0000002",0.467624184095811,0.649017882611796,0.787453874538745,0.85412618424889,0.0684779641180472,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultRectum_T cell","Adult","Digestive system","AdultRectum","T cell","T cell","CL:0000084","Rectum","UBERON:0001052",0.538290703048932,0.632714210858797,0.808118081180812,0.854284642783372,0.0683974007474054,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalKidney_Proximal tubule progenitor","Fetal","Urinary system","FetalKidney","Proximal tubule progenitor","Epithelial cell of proximal tubule","CL:0002306","Kidney","UBERON:0002113",0.467415255834715,0.65017066748322,0.786715867158672,0.854413254015336,0.0683320233058309,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Liver_plasma cell","Adult","Digestive system","TS_Liver","plasma cell","Plasma cell","CL:0000786","Liver","UBERON:0002107",0.411068634906868,0.669809181185696,0.768634686346863,0.856640866387702,0.067201211257067,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Voigt_2019_retina_1_Retinal pigment epithelium","Adult","Sensory system","Voigt_2019_retina_1","Retinal pigment epithelium","Retinal pigment epithelial cell","CL:0002586","Retina","UBERON:0000966",0.514886242182375,0.641113072064887,0.803321033210332,0.856761031048936,0.0671402951935826,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Placenta_Extravillous trophoblasts","Fetal","Reproductive system","Fetal_HCA_Placenta","Extravillous trophoblasts","Trophoblast cell","CL:0000351","Placenta","UBERON:0001987",0.508508309384886,0.642759907595493,0.801476014760148,0.856851941592274,0.067094214838233,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalSpinalCord_B cell","Fetal","Nervous system","FetalSpinalCord","B cell","B cell","CL:0000236","Spinal cord","UBERON:0002240",0.54264104623918,0.635596173037358,0.811808118081181,0.857398811044546,0.0668171230613914,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Lake_2017_VisualCortex_Ex3d","Adult","Nervous system","Lake_2017_VisualCortex","Ex3d","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",0.391646400650534,0.677466966403013,0.763468634686347,0.858219554333672,0.0664015943914822,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalMuscle_Fetal skeletal muscle cell","Fetal","Muscular system","FetalMuscle","Fetal skeletal muscle cell","Cell of skeletal muscle","CL:0000188","Muscle organ","UBERON:0001630",0.49417412175399,0.649964813041894,0.795940959409594,0.858291296686416,0.0663652913201499,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Eye_erythroid lineage cell","Adult","Sensory system","TS_Eye","erythroid lineage cell","Erythroid lineage cell","CL:0000764","Eye","UBERON:0000970",0.675002108546031,0.60978202609511,0.85239852398524,0.859896085275745,0.0655540281960609,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Spleen_plasmacytoid dendritic cell","Adult","Lymphatic system","TS_Spleen","plasmacytoid dendritic cell","Plasmacytoid dendritic cell","CL:0000784","Spleen","UBERON:0002106",0.306006142984055,0.702169499362102,0.740959409594096,0.860224197526791,0.0653883451990902,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Pancreas_mast cell","Adult","Digestive system","TS_Pancreas","mast cell","Mast cell","CL:0000097","Pancreas","UBERON:0001264",0.679399171585214,0.609040950106337,0.854612546125461,0.860364592353253,0.065317470974041,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultRectum_B cell","Adult","Digestive system","AdultRectum","B cell","B cell","CL:0000236","Rectum","UBERON:0001052",0.538290703048932,0.648482661064349,0.808118081180812,0.862674798666206,0.0641528888290108,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalStomach_Erythroid cell","Fetal","Digestive system","FetalStomach","Erythroid cell","Erythroid lineage cell","CL:0000764","Stomach","UBERON:0000945",0.56963869394998,0.635225635042971,0.827306273062731,0.863626200210999,0.0636741907536696,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Voigt_2019_retina_1_T/NK cell","Adult","Sensory system","Voigt_2019_retina_1","T/NK cell","T cell","CL:0000084","Retina","UBERON:0000966",0.514886242182375,0.659145921125022,0.803321033210332,0.866171485874328,0.0623961172250457,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Kidney_Erythroblasts","Fetal","Urinary system","Fetal_HCA_Kidney","Erythroblasts","Erythroblast","CL:0000765","Kidney","UBERON:0002113",0.49461790963085,0.664745161929082,0.797047970479705,0.866379930255268,0.0622916167247778,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Lung_Neuroendocrine cells","Fetal","Respiratory system","Fetal_HCA_Lung","Neuroendocrine cells","Epithelial cell","CL:0000066","Lung","UBERON:0002048",0.474636641127357,0.669150446973453,0.791881918819188,0.866414455056592,0.0622743106544986,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultMuscle_T cell","Adult","Muscular system","AdultMuscle","T cell","T cell","CL:0000084","Muscle organ","UBERON:0001630",0.562886043358397,0.643953863355183,0.822878228782288,0.86641920202189,0.0622719312214511,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultArtery_Mast cell","Adult","Cardiovascular system","AdultArtery","Mast cell","Mast cell","CL:0000097","Artery","UBERON:0001637",0.507376184039172,0.666103801241832,0.798154981549815,0.867533037318474,0.0617139774570789,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Lung_Visceral neurons","Fetal","Respiratory system","Fetal_HCA_Lung","Visceral neurons","Neuron","CL:0000540","Lung","UBERON:0002048",0.474636641127357,0.672649972475991,0.791881918819188,0.868167187789037,0.0613966322630963,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultRectum_Enterocyte progenitor","Adult","Digestive system","AdultRectum","Enterocyte progenitor","Enterocyte","CL:0000584","Rectum","UBERON:0001052",0.538290703048932,0.663098326398476,0.808118081180812,0.870174683980312,0.0603935558026514,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultLung_Mesothelial cell","Adult","Respiratory system","AdultLung","Mesothelial cell","Mesothelial cell","CL:0000077","Lung","UBERON:0002048",0.527032234727927,0.666391997459688,0.804428044280443,0.870301083540365,0.0603304757729642,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalSkin_Erythroid cell","Fetal","Integumentary system","FetalSkin","Erythroid cell","Erythroid lineage cell","CL:0000764","Skin of body","UBERON:0002097",0.582711017177563,0.647000509086804,0.829151291512915,0.870548401980772,0.0602070773567798,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Lung_Bronchiolar and alveolar epithelial cells","Fetal","Respiratory system","Fetal_HCA_Lung","Bronchiolar and alveolar epithelial cells","Epithelial cell","CL:0000066","Lung","UBERON:0002048",0.474636641127357,0.67791984617393,0.791881918819188,0.870779418071077,0.0600918445870697,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Small_Intestine_goblet cell","Adult","Digestive system","TS_Small_Intestine","goblet cell","Goblet cell","CL:0000160","Small intestine","UBERON:0002108",0.300180919331439,0.732306589572191,0.733948339483395,0.871178860240572,0.0598926715813192,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultTransverseColon_B cell (Plasmocyte)","Adult","Digestive system","AdultTransverseColon","B cell (Plasmocyte)","B cell","CL:0000236","Transverse colon","UBERON:0001157",0.607671270180165,0.643542154472531,0.835424354243542,0.871275435214167,0.0598445303149748,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Madissoon_2020_lung_Mast_cells","Adult","Respiratory system","Madissoon_2020_lung","Mast_cells","Mast cell","CL:0000097","Lung","UBERON:0002048",0.546781097127617,0.660134022443386,0.815129151291513,0.871562997651149,0.0597012160772782,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalAdrenalGland_T cell","Fetal","Endocrine system","FetalAdrenalGland","T cell","T cell","CL:0000084","Adrenal gland","UBERON:0002369",0.533723879101115,0.668738738090802,0.805535055350553,0.871933265484866,0.0595167530728805,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Pancreas_plasma cell","Adult","Digestive system","TS_Pancreas","plasma cell","Plasma cell","CL:0000786","Pancreas","UBERON:0001264",0.306125636087616,0.734818013756365,0.74169741697417,0.875806030431184,0.0575920687648455,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Vasculature_nk cell","Adult","Cardiovascular system","TS_Vasculature","nk cell","Natural killer cell","CL:0000623","Vasculature","UBERON:0002049",0.539442517448446,0.676314181531589,0.810332103321033,0.87763454803378,0.0566862891194082,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Lake_2017_VisualCortex_Ex3b","Adult","Nervous system","Lake_2017_VisualCortex","Ex3b","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",0.391646400650534,0.719625955986525,0.763468634686347,0.878458415663725,0.056278792250904,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Small_Intestine_transit amplifying cell of small intestine","Adult","Digestive system","TS_Small_Intestine","transit amplifying cell of small intestine","Transit amplifying cell","CL:0009010","Small intestine","UBERON:0002108",0.300180919331439,0.751533394392015,0.733948339483395,0.879756644034207,0.0556374446331539,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalFemaleGonad_Fetal epithelial progenitor","Fetal","Reproductive system","FetalFemaleGonad","Fetal epithelial progenitor","Epithelial fate stem cell","CL:0000036","Immature gonad","UBERON:2005272",0.549180638688243,0.675408421989756,0.816974169741697,0.87987830317418,0.0555773913893473,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultSpleen_Erythroid progenitor cell (RP high)","Adult","Lymphatic system","AdultSpleen","Erythroid progenitor cell (RP high)","Erythroid progenitor cell","CL:0000038","Spleen","UBERON:0002106",0.559641360011467,0.673349877576498,0.822140221402214,0.880943721845643,0.0550518351436562,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"FetalIntestine_Fetal enterocyte","Fetal","Digestive system","FetalIntestine","Fetal enterocyte","Enterocyte","CL:0000584","Intestine","UBERON:0000160",0.568959067712875,0.677096428408627,0.825830258302583,0.884214584969443,0.0534423257573253,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Madissoon_2020_spleen_NK_dividing","Adult","Lymphatic system","Madissoon_2020_spleen","NK_dividing","Natural killer cell","CL:0000623","Spleen","UBERON:0002106",0.541621118943076,0.691218043083573,0.811070110701107,0.885061144516838,0.0530267249982507,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultIleum_Epithelial cell","Adult","Digestive system","AdultIleum","Epithelial cell","Epithelial cell","CL:0000066","Ileum","UBERON:0002116",0.607642916986171,0.673391048464763,0.834317343173432,0.885751728100859,0.0526879916857983,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultGallbladder_Smooth muscle cell","Adult","Digestive system","AdultGallbladder","Smooth muscle cell","Smooth muscle cell","CL:0000192","Gall bladder","UBERON:0002110",0.569026438995253,0.680925321017286,0.826568265682657,0.886332830063336,0.0524031639854382,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultEsophagus_Mast cell","Adult","Digestive system","AdultEsophagus","Mast cell","Mast cell","CL:0000097","Esophagus","UBERON:0001043",0.576284509052761,0.684630700961149,0.828044280442804,0.888659344126024,0.0512646882075723,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Fetal_HCA_Pancreas_Ductal cells","Fetal","Digestive system","Fetal_HCA_Pancreas","Ductal cells","Pancreatic ductal cell","CL:0002079","Pancreas","UBERON:0001264",0.568809578990805,0.688047884687156,0.824354243542435,0.888824236382338,0.0511841116013899,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultBladder_Sinusoidal endothelial cell","Adult","Urinary system","AdultBladder","Sinusoidal endothelial cell","Endothelial cell","CL:0000115","Bladder organ","UBERON:0018707",0.594880822966663,0.68207810588871,0.831734317343173,0.888888060653579,0.0511529271078477,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"AdultUreter_B cell (Plasmocyte)","Adult","Urinary system","AdultUreter","B cell (Plasmocyte)","B cell","CL:0000236","Uterus","UBERON:0000995",0.643402911480899,0.673185194023438,0.845018450184502,0.889762391119202,0.0507259551564038,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"TS_Liver_intrahepatic cholangiocyte","Adult","Digestive system","TS_Liver","intrahepatic cholangiocyte","Intrahepatic cholangiocyte","CL:0002538","Liver","UBERON:0002107",0.411068634906868,0.740664279890016,0.768634686346863,0.890014014581189,0.0506031546951364,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
"Madissoon_2020_lung_NK_Dividing","Adult","Respiratory system","Madissoon_2020_lung","NK_Dividing","Natural killer cell","CL:0000623","Lung","UBERON:0002048",0.546781097127617,0.700357980278436,0.815129151291513,0.890903005709715,0.0501695758486785,NA,"JOB3494_IDvCD_upregulated","old ID vs old CD","Upregulated"
