CJ,HMDB Name,Formula,RT,Detected.in,confirmation,HMDB ID,other ID,Classification
CJ0778,pa(18:1(11z)/15:0),C36H69O8P,2.15,Posi,Lipids,HMDB0114898,,
CJ0779,pa (34:1) isomer,C37H71O8P,,,Lipids,,,Lipids
CJ0780,pa (34:2) isomer,C37H69O8P,,,Lipids,,,Lipids
CJ0781,pa (36:2) isomer,C39H73O8P,,,Lipids,,,Lipids
CJ0782,pa (36:4) isomer,C39H69O8P,,,Lipids,,,Lipids
CJ0783,pc(14:0/14:0),C36H72NO8P,3.5,Posi,Lipids,HMDB0007866,,Lipids
CJ0784,pc(14:0/16:0),C38H76NO8P,3.2,,Lipids,HMDB0007869,,Lipids
CJ0785,pc(16:1(9z)/14:0),C38H74NO8P,3.2,,Lipids,HMDB0007998,,Lipids
CJ0786,pc(16:0/16:1(9z)),C40H78NO8P,3.2,Posi,Lipids,HMDB0007969,,Lipids
CJ0787,"pc(18:2(9z,12z)/14:0)",C40H76NO8P,3.16,Posi,Lipids,HMDB0008130,,Lipids
CJ0788,pc(18:1(9z)/15:0),C41H80NO8P,3.14,Posi,Lipids,HMDB0008099,,Lipids
CJ0789,"pe(18:0/18:3(9z,12z,15z))",C41H76NO8P,3.16,Both,Lipids,HMDB0008996,,Lipids
CJ0790,pc(18:0/16:0),C42H84NO8P,3.2,,Lipids,HMDB0008034,,Lipids
CJ0791,pc(18:1(9z)/16:0),C42H82NO8P,3.22,Posi,Lipids,HMDB0008100,,Lipids
CJ0792,"pc(18:2(9z,12z)/16:0)",C42H80NO8P,3.24,Posi,Lipids,HMDB0008133,,Lipids
CJ0793,"pc(18:2(9z,12z)/16:1(9z))",C42H78NO8P,3.26,,Lipids,HMDB0008134,,Lipids
CJ0794,"pc(16:0/18:4(6z,9z,12z,15z))",C42H76NO8P,3.28,,Lipids,HMDB0007976,,Lipids
CJ0795,"pc(14:0/20:5(5z,8z,11z,14z,17z))",C42H74NO8P,3.3,,Lipids,HMDB0007885,,Lipids
CJ0796,"pc(18:2(9z,12z)/17:0)",C43H82NO8P,3.14,Posi,Lipids,HMDB0256162,,Lipids
CJ0797,"pc(20:5(5z,8z,11z,14z,17z)/15:0)",C43H76NO8P,3.2,Posi,Lipids,HMDB0008494,,Lipids
CJ0798,"pc(18:0/18:2(9z,12z))",C44H84NO8P,3.16,Posi,Lipids,HMDB0008039,,Lipids
CJ0799,"pc(18:2(9z,12z)/18:1(11z))",C44H82NO8P,3.18,Posi,Lipids,HMDB0008136,,Lipids
CJ0800,"pc(18:1(9z)/18:3(6z,9z,12z))",C44H80NO8P,3.2,Posi,Lipids,HMDB0008106,,Lipids
CJ0801,"pc(18:3(9z,12z,15z)/19:1(9z))",C45H82NO8P,3.2,Posi,Lipids,HMDB0256165,,Lipids
CJ0802,"pc(18:1(9z)/20:2(11z,14z))",C46H86NO8P,3.15,,Lipids,HMDB0008111,,Lipids
CJ0803,"pc(18:2(9z,12z)/20:2(11z,14z))",C46H84NO8P,3.16,,Lipids,HMDB0008145,,Lipids
CJ0804,"pc(22:5(4z,7z,10z,13z,16z)/16:0)",C46H82NO8P,3.17,,Lipids,HMDB0008659,,Lipids
CJ0805,"pc(18:2(9z,12z)/20:4(5z,8z,11z,14z))",C46H80NO8P,3.18,Posi,Lipids,HMDB0008147,,Lipids
CJ0806,"pc(18:0/18:3(9z,12z,15z))",C46H78NO8P,3.19,,Lipids,HMDB0008041,,Lipids
CJ0807,"pc(18:3(9z,12z,15z)/20:5(5z,8z,11z,14z,17z))",C46H76NO8P,3.2,,Lipids,HMDB0008215,,Lipids
CJ0808,"pc(20:4(5z,8z,11z,14z)/20:1(11z))",C48H86NO8P,3.2,,Lipids,HMDB0008439,,Lipids
CJ0809,"pc(18:1(9z)/22:5(7z,10z,13z,16z,19z))",C48H84NO8P,3.2,,Lipids,HMDB0008122,,Lipids
CJ0810,"pc(22:6(4z,7z,10z,13z,16z,19z)/18:3(9z,12z,15z))",C48H78NO8P,3.5,,Lipids,HMDB0008732,,Lipids
CJ0811,pe(18:1(11z)/p-18:1(11z)),C41H78NO7P,2.75025,Both,Lipids,HMDB0009050,,Lipids
CJ0812,"pe(p-16:0/20:4(5z,8z,11z,14z))",C41H74NO7P,2.7005,Both,Lipids,HMDB0011352,,Lipids
CJ0813,"pe(20:4(5z,8z,11z,14z)/p-18:1(9z))",C43H76NO7P,2.92475,Both,Lipids,HMDB0009414,,Lipids
CJ0814,"pe(p-18:0/22:6(4z,7z,10z,13z,16z,19z))",C45H78NO7P,2.818,Both,Lipids,HMDB0011394,,Lipids
CJ0815,"pe(p-18:1(11z)/22:6(4z,7z,10z,13z,16z,19z))",C45H76NO7P,2.818,Both,Lipids,HMDB0011427,,Lipids
CJ0816,pe(16:1(9z)/16:0),C37H72NO8P,3.7,Posi,Lipids,HMDB0008956,,Lipids
CJ0817,pe(16:1(9z)/16:1(9z)),C37H70NO8P,3.7,,Lipids,HMDB0008957,,Lipids
CJ0818,pc(16:0/15:0),C39H78NO8P,3.659,,Lipids,HMDB0007967,,Lipids
CJ0819,pe(16:0/18:1(9z)),C39H76NO8P,3.659,,Lipids,HMDB0008927,,Lipids
CJ0820,"pe(16:0/18:2(9z,12z))",C39H74NO8P,3.675,,Lipids,HMDB0008928,,Lipids
CJ0821,"pe(16:0/18:3(6z,9z,12z))",C39H72NO8P,3.68,,Lipids,HMDB0008929,,Lipids
CJ0822,"pe(20:2(11z,14z)/15:0)",C40H76NO8P,3.665,,Lipids,HMDB0009285,,Lipids
CJ0823,pe(16:0/20:0),C41H82NO8P,3.6,,Lipids,HMDB0008932,,Lipids
CJ0824,pe(18:0/18:1(9z)),C41H80NO8P,3.62,,Lipids,HMDB0008993,,Lipids
CJ0825,"pe(18:0/18:2(9z,12z))",C41H78NO8P,3.658,,Lipids,HMDB0008994,,Lipids
CJ0826,"pe(18:2(9z,12z)/18:1(9z))",C41H76NO8P,3.67,,Lipids,HMDB0009092,,Lipids
CJ0827,"pe(16:0/20:4(5z,8z,11z,14z))",C41H74NO8P,3.67,,Lipids,HMDB0008937,,Lipids
CJ0828,"pe(18:4(6z,9z,12z,15z)/p-18:1(9z))",C41H72NO7P,3.67,,Lipids,HMDB0009216,,Lipids
CJ0829,"pe(18:3(6z,9z,12z)/18:2(9z,12z))",C41H72NO8P,3.65,,Lipids,HMDB0009126,,Lipids
CJ0830,"pe(18:2(9z,12z)/18:4(6z,9z,12z,15z))",C41H70NO8P,3.66,,Lipids,HMDB0009096,,Lipids
CJ0831,"pe(22:4(7z,10z,13z,16z)/15:0)",C42H76NO8P,3.6,,Lipids,HMDB0009582,,Lipids
CJ0832,"pc(20:4(5z,8z,11z,14z)/14:1(9z))",C42H74NO8P,3.645,,Lipids,HMDB0008427,,Lipids
CJ0833,"pe(15:0/22:6(4z,7z,10z,13z,16z,19z))",C42H72NO8P,3.693,,Lipids,HMDB0008913,,Lipids
CJ0834,pe(16:1(9z)/22:0),C43H84NO8P,3.656,,Lipids,HMDB0008973,,Lipids
CJ0835,"pe(16:0/22:2(13z,16z))",C43H82NO8P,3.656,,Lipids,HMDB0008942,,Lipids
CJ0836,"pe(20:3(8z,11z,14z)/18:0)",C43H80NO8P,3.669,,Lipids,HMDB0009354,,Lipids
CJ0837,pe (p-18:0/20:4) isomer,C43H78NO7P,,,Lipids,HMDB0009412,,Lipids
CJ0838,"pe(18:0/20:4(8z,11z,14z,17z))",C43H78NO8P,3.7,,Lipids,HMDB0009004,,Lipids
CJ0839,"pe(20:4(6e,8z,11z,14z)+=o(5)/p-18:1(9z))",C43H74NO8P,3.71,,Lipids,HMDB0285526,,Lipids
CJ0840,"pe(20:5(5z,8z,11z,14z,17z)/18:2(9z,12z))",C43H72NO8P,3.72,,Lipids,HMDB0009456,,Lipids
CJ0841,"pe(18:4(6z,9z,12z,15z)/20:4(8z,11z,14z,17z))",C43H70NO8P,3.73,,Lipids,HMDB0009202,,Lipids
CJ0842,"pc(18:2(9z,12z)/18:2(9z,12z))",C44H80NO8P,3.359,,Lipids,HMDB0008138,,Lipids
CJ0843,"pc(20:5(5z,8z,11z,14z,17z)/16:1(9z))",C44H76NO8P,3.4,,Lipids,HMDB0008496,,Lipids
CJ0844,pe (39:7) ,C44H74NO8P,3.45,,Lipids,,,Lipids
CJ0845,pe(18:0/22:1(13z)),C45H88NO8P,3.663,,Lipids,HMDB0009007,,Lipids
CJ0846,pe(22:1(13z)/18:1(9z)),C45H86NO8P,3.663,,Lipids,HMDB0009521,,Lipids
CJ0847,"pe(22:2(13z,16z)/18:1(11z))",C45H84NO8P,3.67,,Lipids,HMDB0009553,,Lipids
CJ0848,"pe(p-18:0/22:4(7z,10z,13z,16z))",C45H82NO7P,2.818,,Lipids,HMDB0011391,,Lipids
CJ0849,"pe(18:0/22:4(7z,10z,13z,16z))",C45H82NO8P,3.68,,Lipids,HMDB0009009,,Lipids
CJ0850,"pe(p-18:1(9z)/22:4(7z,10z,13z,16z))",C45H80NO7P,2.818,,Lipids,HMDB0011457,,Lipids
CJ0851,"pe(20:1(11z)/20:4(5z,8z,11z,14z))",C45H80NO8P,3.69,,Lipids,HMDB0009267,,Lipids
CJ0852,"pe(18:2(9z,12z)/22:4(7z,10z,13z,16z))",C45H78NO8P,3.7,,Lipids,HMDB0009108,,Lipids
CJ0853,"pe(20:3(5z,8z,11z)/20:4(5z,8z,11z,14z)) ",C45H76NO8P,3.71,,Lipids,HMDB0009333,,Lipids
CJ0854,"pe(20:4(5z,8z,11z,14z)/20:4(5z,8z,11z,14z))",C45H74NO8P,3.73,,Lipids,HMDB0009399,,Lipids
CJ0855,"pe(20:4(8z,11z,14z,17z)/20:5(5z,8z,11z,14z,17z))",C45H72NO8P,3.74,,Lipids,HMDB0009434,,Lipids
CJ0856,pe (41:7) ,C46H78NO8P,3.6,,Lipids,,,Lipids
CJ0857,"pe(20:4(8z,11z,14z,17z)/22:6(4z,7z,10z,13z,16z,19z))",C47H74NO8P,3.88,,Lipids,HMDB0009441,,Lipids
CJ0858,pe(20:1(11z)/22:1(13z)),C47H90NO8P,3.795,,Lipids,HMDB0009271,,Lipids
CJ0859,"pe(18:2(9z,12z)/24:1(15z))",C47H88NO8P,3.8,,Lipids,HMDB0009113,,Lipids
CJ0860,"pe(20:4(8z,11z,14z,17z)/22:0)",C47H86NO8P,3.81,,Lipids,HMDB0009435,,Lipids
CJ0861,"pe(20:0/22:5(7z,10z,13z,16z,19z))",C47H84NO8P,3.82,,Lipids,HMDB0009242,,Lipids
CJ0862,"pe(22:2(13z,16z)/20:4(8z,11z,14z,17z))",C47H82NO8P,3.83,,Lipids,HMDB0009565,,Lipids
CJ0863,"pe(22:4(7z,10z,13z,16z)/20:3(5z,8z,11z))",C47H80NO8P,3.84,,Lipids,HMDB0009595,,Lipids
CJ0864,"pe(20:4(5z,8z,11z,14z)/22:4(7z,10z,13z,16z))",C47H78NO8P,3.85,,Lipids,HMDB0009405,,Lipids
CJ0865,"pe(22:6(4z,7z,10z,13z,16z,19z)/20:3(8z,11z,14z))",C47H76NO8P,3.86,,Lipids,HMDB0009695,,Lipids
CJ0866,"pe(22:6(4z,7z,10z,13z,16z,19z)/22:6(4z,7z,10z,13z,16z,19z))",C49H74NO8P,3.85,,Lipids,HMDB0009705,,Lipids
CJ0867,"pe(20:4(5z,8z,11z,14z)/24:0)",C49H90NO8P,3.649,,Lipids,HMDB0009409,,Lipids
CJ0868,"pe(22:5(4z,7z,10z,13z,16z)/22:0)",C49H88NO8P,3.807,,Lipids,HMDB0009633,,Lipids
CJ0869,"pe(22:1(13z)/22:5(7z,10z,13z,16z,19z))",C49H86NO8P,3.81,,Lipids,HMDB0009539,,Lipids
CJ0870,"pe(22:2(13z,16z)/22:5(4z,7z,10z,13z,16z))",C49H84NO8P,3.82,,Lipids,HMDB0009571,,Lipids
CJ0871,"pe(22:4(7z,10z,13z,16z)/22:4(7z,10z,13z,16z))",C49H82NO8P,3.83,,Lipids,HMDB0009602,,Lipids
CJ0872,"pe(p-18:1(11z)/18:3(6z,9z,12z))",C41H74NO7P,,,Lipids,HMDB0011410,,Lipids
CJ0873,"pe(p-18:1(11z)/20:4(5z,8z,11z,14z))",C43H76NO7P,,,Lipids,HMDB0011418,,Lipids
CJ0874,pemoline,C9H8N2O2,4.36,Posi,Lipids,HMDB0256214,,
CJ0875,pentanoyl-coa,C26H44N7O17P3S,13.09,Posi,Lipids,HMDB0013037,,CoAs  
CJ0876,na,C8HF17O3S,,,Lipids,HMDB0059586,,
CJ0877,perillic acid,C10H14O2,,,Lipids,HMDB0004586,,
CJ0878,d-glycero-d-galacto-heptitol,C7H16O7,,,Lipids,HMDB0033750,,Carbohydrates and carbohydrate conjugates  
CJ0879,pg(16:0/16:1(9z)),C38H73O10P,2.132,,Lipids,HMDB0010571,,Lipids
CJ0880,pg(18:0/16:0),C40H79O10P,2.1,,Lipids,HMDB0010600,,Lipids
CJ0881,pg(16:0/18:1(11z)),C40H77O10P,2.143,,Lipids,HMDB0010573,,Lipids
CJ0882,"pg(16:0/18:2(9z,12z))",C40H75O10P,2.103,,Lipids,HMDB0010575,,Lipids
CJ0883,"pg(16:0/18:3(6z,9z,12z))",C40H73O10P,2.103,,Lipids,HMDB0010576,,Lipids
CJ0884,pg(18:1(9z)/18:1(9z)),C42H79O10P,1.992,,Lipids,HMDB0010634,,Lipids
CJ0885,"pg(18:2(9z,12z)/18:2(9z,12z))",C42H75O10P,2.092,,Lipids,HMDB0010650,,Lipids
CJ0886,"pg(18:2(9z,12z)/18:3(6z,9z,12z))",C42H73O10P,2.12,,Lipids,HMDB0010651,,Lipids
CJ0887,"pg(18:3(9z,12z,15z)/18:3(6z,9z,12z))",C42H71O10P,2.22,,Lipids,HMDB0010681,,Lipids
CJ0888,"pg(18:0/20:3(5z,8z,11z))",C44H81O10P,1.937,,Lipids,HMDB0010608,,Lipids
CJ0889,"pg(18:0/20:4(5z,8z,11z,14z))",C44H79O10P,2.075,,Lipids,HMDB0010610,,Lipids
CJ0890,"pg(18:1(11z)/20:4(5z,8z,11z,14z))",C44H77O10P,1.995,,Lipids,HMDB0010625,,Lipids
CJ0891,"pg(16:0/22:6(4z,7z,10z,13z,16z,19z))",C44H75O10P,2.019,,Lipids,HMDB0010584,,Lipids
CJ0892,"pg(16:1(9z)/22:6(4z,7z,10z,13z,16z,19z))",C44H73O10P,1.88,,Lipids,HMDB0010599,,Lipids
CJ0893,pg (39:7) ,C45H75O10P,1.8,,Lipids,,,Lipids
CJ0894,"pg(18:0/22:5(4z,7z,10z,13z,16z))",C46H81O10P,1.998,,Lipids,HMDB0010612,,Lipids
CJ0895,"pg(18:0/22:6(4z,7z,10z,13z,16z,19z))",C46H79O10P,1.935,,Lipids,HMDB0010614,,Lipids
CJ0896,"pg(18:2(9z,12z)/22:5(7z,10z,13z,16z,19z))",C46H77O10P,1.97,,Lipids,HMDB0010658,,Lipids
CJ0897,"pg(18:2(9z,12z)/22:6(4z,7z,10z,13z,16z,19z))",C46H75O10P,1.966,,Lipids,HMDB0010659,,Lipids
CJ0898,"pi(16:0/18:2(9z,12z))",C43H79O13P,2.5,,Lipids,HMDB0009784,,Lipids
CJ0899,"pi(18:1(9z)/18:3(6z,9z,12z))",C45H79O13P,2.55,Posi,Lipids,HMDB0009839,,Lipids
CJ0900,"pi(18:0/20:4(8z,11z,14z,17z))",C47H83O13P,2.589,Posi,Lipids,HMDB0009816,,Lipids
CJ0901,"pi(20:4(8z,11z,14z,17z)/18:1(9z))",C47H81O13P,2.6,,Lipids,HMDB0009902,,Lipids
CJ0902,pi (40:0),C49H95O13P,2.21,Posi,Lipids,,,Lipids
CJ0903,"pi(18:0/22:6(4z,7z,10z,13z,16z,19z))",C49H83O13P,2.6,,Lipids,HMDB0009821,,Lipids
CJ0904,ps(14:0/14:1(9z)),C34H64NO10P,3.8,,Lipids,HMDB0012331,,Lipids
CJ0905,ps(16:1(9z)/14:0),C36H68NO10P,3.8,,Lipids,HMDB0012363,,Lipids
CJ0906,ps(16:0/16:1(9z)),C38H72NO10P,3.8,,Lipids,HMDB0012355,,Lipids
CJ0907,ps(16:0/18:1(9z)),C40H76NO10P,3.843,,Lipids,HMDB0012357,,Lipids
CJ0908,ps(18:0/18:0),C42H82NO10P,3.8,,Lipids,HMDB0012378,,Lipids
CJ0909,ps(18:1(9z)/18:0),C42H80NO10P,3.852,,Lipids,HMDB0012389,,Lipids
CJ0910,"ps(18:0/18:2(9z,12z))",C42H78NO10P,3.86,,Lipids,HMDB0012380,,Lipids
CJ0911,"ps(18:0/20:3(8z,11z,14z))",C44H80NO10P,3.8,,Lipids,HMDB0012382,,Lipids
CJ0912,"ps(16:0/22:6(4z,7z,10z,13z,16z,19z))",C44H74NO10P,3.9,,Lipids,HMDB0012362,,Lipids
CJ0913,"ps(18:0/22:5(7z,10z,13z,16z,19z))",C46H80NO10P,3.85,,Lipids,HMDB0010166,,Lipids
CJ0914,"ps(18:0/22:6(4z,7z,10z,13z,16z,19z))",C46H78NO10P,3.9,,Lipids,HMDB0010167,,Lipids
CJ0915,"ps(18:1(9z)/22:6(4z,7z,10z,13z,16z,19z))",C46H76NO10P,3.9,,Lipids,HMDB0012395,,Lipids
CJ0916,"ps(20:4(5z,8z,11z,14z)/20:4(8z,11z,14z,17z))",C46H74NO10P,3.9,,Lipids,HMDB0112644,,Lipids
CJ0917,"ps(20:4(5z,8z,11z,14z)/20:5(5z,8z,11z,14z,17z))",C46H72NO10P,3.9,,Lipids,HMDB0112645,,Lipids
CJ0918,"ps(20:0/22:5(7z,10z,13z,16z,19z))",C48H84NO10P,3.8,,Lipids,HMDB0112536,,Lipids
CJ0919,"ps(20:4(5z,8z,11z,14z)/22:5(4z,7z,10z,13z,16z))",C48H76NO10P,3.8,,Lipids,HMDB0112650,,Lipids
CJ0920,"ps(22:5(4z,7z,10z,13z,16z)/22:5(7z,10z,13z,16z,19z))",C50H78NO10P,3.8,,Lipids,HMDB0112836,,Lipids
CJ0921,sm(d18:1/14:0),C37H75N2O6P,3.71,Posi,Lipids,HMDB0012097,,Lipids
CJ0922,sm(d18:1/16:0),C39H79N2O6P,3.693,Posi,Lipids,HMDB0010169,,Lipids
CJ0923,sm(d18:1/16:1(9z)),C39H77N2O6P,3.71,Posi,Lipids,HMDB0240613,,Lipids
CJ0924,sm(d18:1/18:1(9z)),C41H81N2O6P,3.695,Posi,Lipids,HMDB0012101,,Lipids
CJ0925,sm(d18:1/20:0),C43H87N2O6P,3.7,Posi,Lipids,HMDB0012102,,Lipids
CJ0926,sm(d18:1/20:1(11z)),C43H85N2O6P,3.71,Posi,Lipids,HMDB0240610,,Lipids
CJ0927,"sm(d18:0/20:2(11z,14z))",C43H83N2O6P,3.72,Posi,Lipids,HMDB0013465,,Lipids
CJ0928,sm(d18:1/22:0),C45H91N2O6P,3.7,Posi,Lipids,HMDB0012103,,Lipids
CJ0929,sm(d16:1/24:1(15z)),C45H89N2O6P,3.71,Posi,Lipids,HMDB0011694,,Lipids
CJ0930,"sm(d18:1/22:2(13z,16z))",C45H87N2O6P,3.72,Posi,Lipids,HMDB0240670,,Lipids
CJ0931,"sm(d18:0/22:3(10z,13z,16z))",C45H85N2O6P,3.73,Posi,Lipids,HMDB0013468,,Lipids
CJ0932,sm(d18:1/23:0),C46H93N2O6P,3.65,Posi,Lipids,HMDB0012105,,Lipids
CJ0933,sm(d18:1/24:0),C47H95N2O6P,3.6,Posi,Lipids,HMDB0011697,,Lipids
CJ0934,sm(d18:1/24:1(15z)),C47H93N2O6P,3.61,Posi,Lipids,HMDB0012107,,Lipids
CJ0935,lysopc(14:0/0:0),C22H46NO7P,4.194,Posi,Lipids,HMDB0010379,,Lipids
CJ0936,dimethylguanidino valeric acid,C8H15N3O3,10.25,Posi,DDA,HMDB0240212,,
CJ0937,"(r)-3,4-dihydro-2-(4,8,12-trimethyl-3,7,11-tridecatrienyl)-2h-1-benzopyran-6-ol",C25H36O2,2.2,Nega,DDA,HMDB0036013,,
CJ0938,(r)-amphetamine,C9H13N,3.57,Posi,DDA,HMDB0012128,,
CJ0939,"1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate",C17H22N2O7,13.98,Nega,DDA,HMDB0012492,,
CJ0940,"1,2,3-trihydroxybenzene",C6H6O3,15.665,Both,DDA,HMDB0013674,,
CJ0941,"1,2-benzisothiazol-3(2h)-one",C7H5NOS,2.53,Nega,DDA,HMDB0034413,,
CJ0942,"1,3-dimethyluracil",C6H8N2O2,10.4,Posi,DDA,HMDB0002144,,"Nucleosides, nucleotides, and analogues  "
CJ0943,"1,5-naphthalenediamine",C10H10N2,9.37,Posi,DDA,HMDB0244231,,
CJ0944,"glyceric acid 1,3-biphosphate",C3H8O10P2,15.072,,DDA,HMDB0001270,,
CJ0945,11(r)-hete,C20H32O3,2.4925,,DDA,HMDB0004682,,FA
CJ0946,12-hete,C20H32O3,2.12,Nega,DDA,HMDB0006111,,FA
CJ0947,"13,14-dihydro-15-keto-tetranor prostaglandin f1?",C16H28O5,2.76,Nega,DDA,,,
CJ0948,12-oxo-pda,C18H28O3,3.033,,DDA,HMDB0301804,,FA
CJ0949,13-l-hydroperoxylinoleic acid,C18H32O4,2.771,Nega,DDA,HMDB0003871,,FA
CJ0950,13-oxoode,C18H30O3,2.2506,,DDA,HMDB0004668,,FA
CJ0951,15-keto-prostaglandin e2,C20H30O5,2.45,Nega,DDA,HMDB0003175,,Prostaglandins and related compounds  
CJ0952,"15-keto-13,14-dihydroprostaglandin a2",C20H30O4,2.76,Nega,DDA,HMDB0001244,,Prostaglandins and related compounds  
CJ0953,16-dehydroprogesterone,C21H28O2,8.593,Posi,DDA,HMDB0000995,,Steroids and steroid derivatives  
CJ0954,18-hydroxycorticosterone,C21H30O5,2.76,Posi,DDA,HMDB0000319,,Steroids and steroid derivatives  
CJ0955,18-oxocortisol,C21H28O6,2.1,Nega,DDA,HMDB0000332,,Steroids and steroid derivatives  
CJ0956,1-deoxy-d-glucitol,C6H14O5,5.12,Posi,DDA,HMDB0041500,,
CJ0957,indole-3-carboxaldehyde,C9H7NO,2.71,Nega,DDA,HMDB0029737,,Microbiota related
CJ0958,"1-methoxy-1-(2,4,5-trimethoxyphenyl)-2-propanol",C13H20O5,9.03,Nega,DDA,HMDB0031772,,
CJ0959,1-methylinosine,C11H14N4O5,5.88,Nega,DDA,HMDB0002721,,"Nucleosides, nucleotides, and analogues  "
CJ0960,1-pentanesulfenothioic acid,C5H12S2,8.99,Posi,DDA,HMDB0031160,,
CJ0961,"2-(2-pyridin-3-yl-1,3-thiazol-4-yl)-n'-[4-(trifluoromethyl)benzoyl]acetohydrazide",C18H13F3N4O2S,12.7,Posi,DDA,,CID 10409042,
CJ0962,"2-(3,4-dihydroxybenzoyloxy)-4,6-dihydroxybenzoate",C14H10O8,8.99,Posi,DDA,HMDB0059651,,
CJ0963,tyrosol,C8H10O2,2.67,Nega,DDA,HMDB0004284,,
CJ0964,2-(methylsulfonyl)-3-(pyrazin-2-ylamino)acrylonitrile,C8H8N4O2S,2.35,Nega,DDA,,ChemSpider ID2099038,
CJ0965,"2,3-dinor prostaglandin e1",C18H30O5,2.951,,DDA,,,
CJ0966,"2,4-dimethylbenzaldehyde",C9H10O,2.39,Posi,DDA,HMDB0032142,,
CJ0967,"2,5-dihydro-2,4,5-trimethyloxazole",C6H11NO,3.744,Posi,DDA,HMDB0031199,,
CJ0968,"2-[(5-methyl-2-furyl)methylene][1,3]thiazolo[3,2-a]benzimidazol-3(2h)-one",C15H10N2O2S,9.98,Posi,DDA,,,
CJ0969,2-dodecylbenzenesulfonic acid,C18H30O3S,1.86,Nega,DDA,HMDB0031031,,
CJ0970,2-fluoro-6-(4-methoxyphenoxy)benzonitrile,C14H10FNO2,10.52,Posi,DDA,,,
CJ0971,2-hydroxy-3-methylpentanoic acid,C6H12O3,3.51,Nega,DDA,HMDB0000317,,FA
CJ0972,leucinic acid,C11H15N5O4,5.42,Both,DDA,HMDB0000665,,FA
CJ0973,2-hydroxyadipic acid,C6H10O5,13.08,Nega,DDA,HMDB0000321,,FA
CJ0974,2-hydroxyglutarate,C5H8O5,8.404,Nega,DDA,HMDB0059655,,
CJ0975,2-hydroxy-3-methylbutyric acid,C5H10O3,3.69,Nega,DDA,HMDB0000407,,FA
CJ0976,2-hydroxymyristic acid,C14H28O3,2.46,Nega,DDA,HMDB0002261,,FA
CJ0977,2-indolecarboxylic acid,C9H7NO2,8.49,Nega,DDA,HMDB0002285,,Microbiota related
CJ0978,2-methoxyestradiol-3-methylether,C20H28O3,2.31,Nega,DDA,HMDB0000344,,FA
CJ0979,2-methylbutyrylglycine,C7H13NO3,3.73,Nega,DDA,HMDB0000339,,Amino acids related and peptides
CJ0980,2-methylhippuric acid,C10H11NO3,3.4785,,DDA,HMDB0011723,,Microbiota related
CJ0981,2-naphthalenesulfonic acid,C10H8O3S,2.07,Nega,DDA,HMDB0255446,,
CJ0982,2-piperidinone,C5H9NO,13.7,Posi,DDA,HMDB0011749,,
CJ0983,"3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate",C16H16N2O3,2.35,Nega,DDA,,,
CJ0984,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12H16O5,9.07,Nega,DDA,HMDB0030254,,
CJ0985,"3-amino-4-{2-[4-(tert-butyl)phenyl]diaz-1-enyl}-4,5-dihydro-1h-pyrazol-5-one",C13H17N5O,11.73,Nega,DDA,,,
CJ0986,3-furoic acid,C5H4O3,14.37,Nega,DDA,HMDB0000444,,
CJ0987,3-ketosphingosine,C18H35NO2,2.32,Posi,DDA,HMDB0245914,,
CJ0988,3-methoxy-4-hydroxyphenylethyleneglycol sulfate,C9H12O7S,2.35,Nega,DDA,HMDB0000559,,
CJ0989,3-methyladipic acid,C7H12O4,12.34,Nega,DDA,HMDB0000555,,FA
CJ0990,3-feruloylquinic acid,C17H20O9,15.03,Nega,DDA,HMDB0030669,,
CJ0991,3-oxododecanoic acid,C12H22O3,2.71,Nega,DDA,HMDB0010727,,FA
CJ0992,3-oxooctadecanoic acid,C18H34O3,2.15,Nega,DDA,HMDB0010736,,FA
CJ0993,phosphoadenosine phosphosulfate,C10H15N5O13P2S,14.7705,,DDA,HMDB0001134,,"Nucleosides, nucleotides, and analogues  "
CJ0994,"4-(1,1,3,3-tetramethylbutyl)-phenol",C14H22O,2.26,Nega,DDA,HMDB0013825,,
CJ0995,"4-(1h-pyrazol-1-yl)-n,n-bis(2-pyridinylmethyl)benzenesulfonamide",C21H19N5O2S,14.97,Posi,DDA,,,
CJ0996,"4,7-dimethylpyrazolo[5,1-c][1,2,4]triazine-3-carbonitrile",C8H7N5,3.32,Posi,DDA,,,
CJ0997,4-aminohippuric acid,C9H10N2O3,5.58,Posi,DDA,HMDB0001867,,Microbiota related
CJ0998,[4]-gingerol,C15H22O4,3.32,,DDA,HMDB0302125,,
CJ0999,3-hydroxydodec-2-enedioic acid,C12H20O5,11.94671429,,DDA,HMDB0340673,,FA
CJ1000,4-oxo-retinoic acid,C20H26O3,2.24,Nega,DDA,HMDB0006285,,Retinoids  
CJ1001,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,14.93,Posi,DDA,,,
CJ1002,5-(2-methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid,C9H14O4,11.82,Nega,DDA,HMDB0030988,,
CJ1003,"5-(3',4',5'-trihydroxyphenyl)-gamma-valerolactone-3'-o-glucuronide",C17H20O11,12.64,Nega,DDA,HMDB0059984,,
